"","RSD"
"X2.82_192.1039m.z",0.137984
"X2.82_208.0979m.z",0.40682
"X2.82_214.1049m.z",0.528094
"X2.82_217.0043m.z",0.069476
"X2.82_232.9803m.z",0.063076
"X2.81_484.0516m.z",0.450716
"X2.81_295.0926m.z",0.167516
"X2.81_299.9896n",0.16942
"X2.81_335.0289m.z",0.17737
"X2.81_337.0533m.z",0.343842
"X2.81_366.9798n",0.092969
"X2.82_247.1453m.z",0.138471
"X2.81_420.2020m.z",0.460008
"X2.81_399.0163n",0.340982
"X2.81_439.2217n",1.106469
"X2.82_248.1631m.z",0.438203
"X2.82_254.0167m.z",0.134506
"X2.84_289.0389m.z",0.13774
"X2.84_295.0314m.z",0.264546
"X2.84_317.0326n",0.111761
"X2.84_360.2007m.z",0.159742
"X2.84_244.0231m.z",0.064554
"X2.84_537.2090m.z",0.643907
"X2.84_223.0982m.z",0.078646
"X2.82_273.0010n",0.060964
"X2.82_293.0076m.z",0.074015
"X2.82_308.9679m.z",0.058997
"X2.82_325.9692m.z",0.066852
"X2.82_326.0882m.z",0.111735
"X2.82_329.0355m.z",0.267354
"X2.82_336.0321m.z",0.096485
"X2.82_322.0445n",0.085901
"X2.82_403.9502m.z",0.105303
"X2.82_426.0497m.z",0.108158
"X2.84_119.5242m.z",0.216499
"X2.82_467.1773m.z",0.528941
"X2.82_493.0182m.z",0.203023
"X2.82_602.2638m.z",0.242151
"X2.82_686.7920m.z",0.301058
"X2.82_467.9748m.z",0.127463
"X2.89_367.0090m.z",0.240039
"X2.96_1077.7355m.z",0.252221
"X2.98_89.0390m.z",0.457353
"X2.98_191.5522m.z",0.114093
"X2.98_224.0404m.z",0.039816
"X2.98_230.0180n",0.064565
"X2.98_281.0379n",0.072596
"X2.98_272.0931m.z",0.075701
"X2.98_256.9797n",0.058617
"X2.98_288.5690m.z",0.076352
"X2.98_307.1929n",0.134625
"X2.98_296.0516m.z",0.077462
"X2.98_311.0157m.z",0.084166
"X2.98_406.2336m.z",0.442391
"X2.98_409.1205m.z",0.102018
"X2.98_420.0644m.z",0.150146
"X2.98_426.0586m.z",0.092157
"X2.98_428.1336m.z",0.097752
"X2.96_775.2544m.z",0.265229
"X2.96_290.0443m.z",0.098192
"X2.96_376.1348n",0.108497
"X2.96_409.2287m.z",0.482323
"X2.96_427.0626m.z",0.11865
"X2.96_448.1391m.z",0.183042
"X2.98_441.0362m.z",0.178662
"X2.96_542.1076m.z",0.087343
"X2.96_553.1302m.z",0.204316
"X2.96_556.1963m.z",0.257631
"X2.96_564.1875m.z",0.371564
"X2.96_684.8199m.z",0.501834
"X2.96_722.1242m.z",0.250968
"X2.96_537.1018m.z",0.207824
"X2.98_456.2204m.z",0.364055
"X2.98_522.1376m.z",0.238
"X2.98_788.5943m.z",0.152678
"X2.98_789.1928m.z",0.118299
"X2.98_882.6582n",0.185523
"X2.98_942.1459m.z",0.154068
"X2.98_1038.1458n",0.098103
"X2.98_1073.7354m.z",0.173059
"X2.98_781.5907m.z",0.188299
"X2.98_1095.1449m.z",0.235105
"X2.99_81.0370m.z",0.161142
"X2.99_93.0681m.z",0.05465
"X2.99_56.0649n",0.074175
"X2.99_76.0322n",0.063128
"X2.99_118.1752m.z",0.377914
"X2.98_766.1323m.z",0.087009
"X2.98_745.1173m.z",0.087098
"X2.98_535.1128m.z",0.089691
"X2.98_544.1249m.z",0.07607
"X2.98_551.0738m.z",0.15487
"X2.98_552.1020m.z",0.20414
"X2.98_554.1144m.z",0.2203
"X2.98_564.0954m.z",0.205641
"X2.98_564.5322m.z",0.106959
"X2.98_565.1027m.z",0.274806
"X2.98_611.1269m.z",0.049411
"X2.98_612.1357m.z",0.064256
"X2.98_619.1032m.z",0.055531
"X2.98_747.1165m.z",0.09587
"X2.98_620.1185m.z",0.038902
"X2.98_663.1475m.z",0.106702
"X2.98_664.1245m.z",0.098652
"X2.98_665.1329m.z",0.069705
"X2.98_712.1235m.z",0.075812
"X2.98_713.3326m.z",0.373139
"X2.98_724.1357m.z",0.071663
"X2.98_728.1229m.z",0.066134
"X2.98_730.1168m.z",0.054146
"X2.98_744.1109m.z",0.102794
"X2.99_122.0372n",0.082222
"X2.96_243.0640m.z",0.42391
"X2.96_236.0579m.z",0.868536
"X2.91_282.1677n",0.210997
"X2.91_309.0563m.z",0.113081
"X2.91_328.2329m.z",0.325857
"X2.91_333.0663m.z",0.265433
"X2.91_446.1420m.z",0.191986
"X2.91_533.2773m.z",0.392089
"X2.91_918.4207m.z",0.523558
"X2.93_73.5319m.z",0.097663
"X2.93_91.5051m.z",0.077869
"X2.93_102.0330m.z",0.057881
"X2.91_286.0634m.z",0.161872
"X2.91_263.0982m.z",0.09732
"X2.89_389.9995n",0.320189
"X2.89_413.1423m.z",0.069764
"X2.89_607.1311m.z",0.141742
"X2.89_816.8600m.z",0.096322
"X2.93_166.1224m.z",0.143717
"X2.91_161.0600m.z",0.132708
"X2.91_169.1329m.z",0.251019
"X2.91_188.1069m.z",0.088925
"X2.91_246.1708m.z",0.105139
"X2.93_174.0591m.z",0.512523
"X2.93_242.0863m.z",0.52365
"X2.94_806.1709m.z",0.106114
"X2.94_883.9127m.z",0.295152
"X2.94_921.3931m.z",0.315272
"X2.96_142.5482m.z",0.070038
"X2.96_144.0827m.z",0.103415
"X2.96_157.0562m.z",0.624826
"X2.96_157.5165n",0.081397
"X2.96_163.0480m.z",0.039896
"X2.96_208.0618m.z",0.087493
"X2.96_211.0578m.z",0.435056
"X2.94_438.6846m.z",0.366997
"X2.93_236.0708n",0.090255
"X2.93_267.0461m.z",0.226704
"X2.93_268.0436m.z",0.260227
"X2.93_276.0941m.z",0.220703
"X2.93_362.2016m.z",0.527699
"X2.93_386.1320m.z",0.136811
"X2.93_405.0330m.z",0.402295
"X2.94_486.1874m.z",0.281932
"X2.93_436.1426m.z",0.194723
"X2.94_172.5194m.z",0.276669
"X2.94_229.1508m.z",0.159571
"X2.94_296.1456n",0.16894
"X2.94_332.0578m.z",0.132317
"X2.94_354.1560m.z",0.153154
"X2.94_430.0622m.z",0.204109
"X2.93_550.0557m.z",0.396899
"X2.43_204.0899m.z",0.253092
"X2.04_515.1461n",0.204699
"X2.04_573.1945m.z",0.27107
"X2.04_738.3213m.z",0.219189
"X2.04_738.6563m.z",0.301781
"X2.04_736.1923n",0.493101
"X2.04_1106.4773m.z",0.233171
"X2.06_108.0469m.z",0.125533
"X2.06_156.0783m.z",0.16884
"X2.06_175.5278m.z",0.285036
"X2.04_521.1021m.z",0.369753
"X2.04_471.0926m.z",0.251268
"X2.04_469.1906m.z",0.724564
"X2.04_85.0284m.z",0.247089
"X2.04_150.0554m.z",0.079497
"X2.04_202.9952m.z",0.054658
"X2.04_217.1048m.z",0.227032
"X2.04_232.1551m.z",0.092589
"X2.04_203.9770n",0.069134
"X2.04_256.0295m.z",0.641855
"X2.04_316.2223m.z",0.176027
"X2.04_354.9755m.z",0.147691
"X2.04_411.0410m.z",0.238474
"X2.04_267.6254m.z",0.095288
"X2.06_203.9940m.z",0.177527
"X2.07_283.0773m.z",0.1505
"X2.07_325.1132m.z",0.271022
"X2.07_343.1483m.z",0.344425
"X2.07_344.0301m.z",0.148385
"X2.07_345.0314m.z",0.188326
"X2.07_363.0489m.z",0.249595
"X2.07_385.0588m.z",0.174792
"X2.07_562.1018m.z",0.313982
"X2.07_592.0959m.z",0.303283
"X2.07_276.1043m.z",0.741522
"X2.07_275.0374m.z",0.098833
"X2.07_258.1068m.z",0.444236
"X2.06_232.3085m.z",0.42429
"X2.06_222.0955n",0.087229
"X2.06_277.0785m.z",0.111753
"X2.06_295.0249m.z",0.130736
"X2.06_199.0209m.z",0.147376
"X2.06_778.6698n",0.198983
"X2.06_769.0014m.z",0.409857
"X2.06_1047.9633m.z",0.353879
"X2.06_1141.9979m.z",0.204652
"X2.07_164.0654m.z",0.057198
"X2.07_179.0304m.z",0.183387
"X2.07_240.0481m.z",0.338775
"X2.06_762.0054m.z",0.112251
"X1.98_649.7974m.z",0.216382
"X1.98_654.3069n",0.412521
"X1.99_129.5375m.z",0.171045
"X1.99_152.1069m.z",0.144152
"X1.99_166.5238m.z",0.292601
"X1.99_170.5625m.z",0.311351
"X1.99_185.0405m.z",0.411074
"X1.99_196.0625m.z",0.159437
"X1.99_244.1173m.z",0.120942
"X1.99_258.0610m.z",0.129969
"X1.99_393.1274m.z",0.24167
"X1.99_438.1781m.z",0.162369
"X1.98_468.1737m.z",0.392452
"X1.98_407.2153m.z",0.289429
"X1.96_548.1952m.z",0.305702
"X1.96_548.5322m.z",0.326243
"X1.96_593.1527m.z",0.323986
"X1.96_672.9854m.z",0.32575
"X1.99_461.2072m.z",0.324617
"X1.98_178.0533m.z",0.161454
"X1.98_334.0968m.z",0.143575
"X1.98_350.1401m.z",0.346659
"X1.98_356.1687m.z",0.312783
"X1.99_481.1590m.z",0.301658
"X2.01_302.1101m.z",0.197828
"X2.01_319.0335n",0.427809
"X2.01_360.0208m.z",0.349141
"X2.01_376.0592m.z",0.441301
"X2.01_410.1322m.z",0.234141
"X2.01_438.7111n",0.128202
"X2.01_464.1563m.z",0.299632
"X2.01_476.1812m.z",0.395685
"X2.01_522.1904m.z",0.349154
"X2.01_578.2324m.z",0.154274
"X2.01_605.1911m.z",0.26357
"X2.01_267.1775n",0.174687
"X1.99_492.1308m.z",0.291582
"X1.99_517.2365m.z",0.47194
"X1.99_1154.4299n",0.359137
"X2.01_125.0248m.z",0.268522
"X2.01_142.0619m.z",0.203527
"X2.01_158.0358m.z",0.41835
"X2.01_168.0181m.z",0.154913
"X1.99_483.1358m.z",0.308578
"X2.01_188.5342m.z",0.17839
"X2.01_206.0447m.z",0.123422
"X2.01_216.0931m.z",0.133185
"X2.01_217.5390n",0.442892
"X2.01_219.1103n",0.17498
"X2.01_236.5573n",0.230831
"X2.11_551.0969m.z",0.306898
"X2.11_560.0941m.z",0.374286
"X2.11_573.0840m.z",0.286696
"X2.11_574.0942m.z",0.420549
"X2.11_577.1017m.z",0.40381
"X2.11_578.1040m.z",0.300213
"X2.11_589.0874m.z",0.313879
"X2.11_602.0796m.z",0.308825
"X2.11_609.1174m.z",0.345433
"X2.11_612.1093m.z",0.350221
"X2.11_621.0792m.z",0.41738
"X2.11_690.1057m.z",0.447259
"X2.11_691.0990m.z",0.355267
"X2.11_692.1010m.z",0.445965
"X2.11_544.1052m.z",0.383558
"X2.11_537.0812m.z",0.404466
"X2.11_286.0611m.z",0.146333
"X2.11_314.0956m.z",0.104448
"X2.11_369.0119n",0.210401
"X2.11_412.1550m.z",0.11346
"X2.11_430.0647m.z",0.178663
"X2.11_431.1006m.z",0.194311
"X2.11_432.0629m.z",0.230981
"X2.11_433.1098m.z",0.286842
"X2.11_454.0675m.z",0.135677
"X2.11_456.0620m.z",0.18776
"X2.11_462.0937m.z",0.305299
"X2.11_473.0817m.z",0.436778
"X2.11_484.0557m.z",0.386279
"X2.11_487.0926m.z",0.395742
"X2.11_502.0602m.z",0.369
"X2.11_511.0674m.z",0.281868
"X2.11_514.0834m.z",0.373736
"X2.11_523.1005m.z",0.476121
"X2.11_526.0660m.z",0.552139
"X2.11_527.1007m.z",0.316252
"X2.11_458.0551m.z",0.280646
"X2.11_274.1644m.z",0.105591
"X2.13_439.0463m.z",0.176726
"X2.13_440.0571m.z",0.463669
"X2.13_442.0663m.z",0.23846
"X2.13_444.0318m.z",0.173025
"X2.13_445.0378m.z",0.166652
"X2.13_447.0472m.z",0.247249
"X2.13_457.0621m.z",0.243358
"X2.13_463.0901m.z",0.217222
"X2.13_910.1539n",0.240869
"X2.13_468.0691m.z",0.295235
"X2.13_490.0545m.z",0.155809
"X2.13_496.0920m.z",0.29691
"X2.13_504.0620m.z",0.239153
"X2.13_505.0709m.z",0.331511
"X2.13_507.0921m.z",0.456143
"X2.13_513.0022m.z",0.123639
"X2.13_534.0618m.z",0.357107
"X2.13_535.0797m.z",0.520688
"X2.13_435.0917m.z",0.219471
"X2.13_429.0750m.z",0.168067
"X2.13_414.0833m.z",0.194364
"X2.40_755.3439m.z",0.184673
"X2.13_138.0323n",0.127088
"X2.13_153.0577m.z",0.101292
"X2.13_165.5140n",0.165178
"X2.13_269.1447m.z",0.119301
"X2.13_302.1607m.z",0.121272
"X2.13_310.0156m.z",0.106552
"X2.13_327.0043m.z",0.143223
"X2.13_357.2006m.z",0.183117
"X2.13_394.0249m.z",0.139955
"X2.13_218.0436m.z",0.108783
"X2.11_185.1022m.z",0.16674
"X2.11_139.0529n",0.159754
"X2.09_183.0794m.z",0.130615
"X2.09_190.0805n",0.108336
"X2.09_235.0063n",0.081337
"X2.09_245.0729m.z",0.0918
"X2.09_245.5507n",0.399367
"X2.09_251.9957m.z",0.125619
"X2.09_261.0736m.z",0.12827
"X2.09_279.0022m.z",0.170739
"X2.09_281.0042m.z",0.103268
"X2.09_284.0789m.z",0.241713
"X2.09_290.0745m.z",0.156008
"X2.09_297.0385m.z",0.127027
"X2.09_329.0218n",0.136298
"X2.09_323.0382m.z",0.081208
"X2.09_110.0606m.z",0.408095
"X2.09_115.5206n",0.23855
"X2.09_144.5261m.z",0.460935
"X2.09_159.0240m.z",0.175918
"X2.09_177.5439n",0.227649
"X2.09_171.0667m.z",0.146835
"X2.09_326.0219m.z",0.148156
"X2.09_972.1145n",0.461282
"X2.09_500.0563m.z",0.492331
"X2.09_506.2023m.z",0.468849
"X2.09_507.2642m.z",0.298273
"X2.09_510.0511m.z",0.355488
"X2.09_558.0866m.z",0.342584
"X2.09_474.0827m.z",0.465638
"X2.09_591.0964m.z",0.258193
"X2.09_600.0954m.z",0.490453
"X2.09_603.0939m.z",0.4579
"X2.09_604.0855m.z",0.38409
"X2.09_605.0849m.z",0.381176
"X2.09_576.1061m.z",0.457104
"X1.96_547.8653m.z",0.306951
"X2.09_460.0674m.z",0.227284
"X2.09_324.0447n",0.154406
"X2.09_362.0278m.z",0.320074
"X2.09_371.1043m.z",0.307546
"X2.09_374.9720n",0.169419
"X2.09_399.1047m.z",0.168054
"X2.09_403.0631m.z",0.172444
"X2.09_404.0573m.z",0.166886
"X2.09_461.0736m.z",0.272102
"X2.09_415.0710m.z",0.152999
"X2.09_417.0766m.z",0.141177
"X2.09_418.0654m.z",0.339697
"X2.09_419.0574m.z",0.520333
"X2.09_379.8960n",0.252608
"X2.09_424.1010m.z",0.230082
"X2.09_434.0796m.z",0.335183
"X2.09_438.0685m.z",0.690166
"X2.09_441.1029m.z",0.47682
"X2.09_446.0671m.z",0.186971
"X2.09_449.0856m.z",0.256864
"X2.09_450.0488m.z",0.356482
"X2.09_416.0735m.z",0.207192
"X1.96_477.1733m.z",0.239229
"X1.87_758.0677m.z",0.36436
"X1.87_777.0751m.z",0.435362
"X1.87_783.0547m.z",0.464184
"X1.87_796.0852m.z",0.249758
"X1.87_809.0432m.z",0.357421
"X1.87_841.0867m.z",0.46346
"X1.87_606.0471m.z",0.366321
"X1.87_608.0522m.z",0.235387
"X1.87_610.0534m.z",0.50303
"X1.87_619.0816m.z",0.313806
"X1.87_623.0348m.z",0.281902
"X1.87_624.0308m.z",0.324122
"X1.87_628.0490m.z",0.279589
"X1.87_645.0434m.z",0.232626
"X1.87_658.0583m.z",0.297107
"X1.87_664.0682m.z",0.275751
"X1.87_669.0864m.z",0.339245
"X1.87_671.0961m.z",0.472649
"X1.87_674.0594m.z",0.308935
"X1.87_692.0331m.z",0.387596
"X1.87_693.0650m.z",0.357409
"X1.87_694.0611m.z",0.365505
"X1.87_695.0727m.z",0.290446
"X1.87_698.0868m.z",0.536631
"X1.87_702.0969m.z",0.497027
"X1.87_712.0464m.z",0.421266
"X1.87_718.2814m.z",0.190659
"X1.87_672.0701m.z",0.348894
"X1.87_605.0537m.z",0.362645
"X1.87_846.0760m.z",0.379888
"X1.87_849.8709m.z",0.348431
"X1.89_180.0686m.z",0.065452
"X1.89_184.6189m.z",0.23916
"X1.89_188.0399m.z",0.549004
"X1.89_189.0210m.z",0.112323
"X1.89_202.9617n",0.070463
"X1.89_229.1185m.z",0.096582
"X1.89_244.0593m.z",0.105714
"X1.89_255.0353m.z",0.104129
"X1.89_264.9948m.z",0.118395
"X1.89_269.9721m.z",0.104028
"X1.89_304.0197n",0.239714
"X1.89_328.9970m.z",0.163826
"X1.89_335.0053n",0.358047
"X1.89_340.1045m.z",0.126239
"X1.89_355.0841m.z",0.168194
"X1.89_375.0368m.z",0.318908
"X1.89_377.0309m.z",0.1631
"X1.89_149.0640n",0.215531
"X1.89_169.0382n",0.149275
"X1.89_145.5265m.z",0.144468
"X1.89_137.5375m.z",0.160691
"X1.87_855.3368m.z",0.165885
"X1.89_100.0760m.z",0.06388
"X1.89_112.0163n",0.143624
"X1.89_80.0974n",0.073022
"X1.89_81.9968n",0.119463
"X1.89_127.0402m.z",0.132765
"X1.89_378.0355m.z",0.244298
"X1.87_604.0821m.z",0.261104
"X1.87_602.0953m.z",0.335368
"X1.86_790.0610m.z",0.713842
"X1.87_157.0091m.z",0.060834
"X1.87_164.0459m.z",0.038405
"X1.87_164.1035m.z",0.132019
"X1.87_195.9804n",0.060457
"X1.87_240.0043m.z",0.084499
"X1.87_255.0096m.z",0.100505
"X1.87_285.0093m.z",0.17744
"X1.87_296.0126m.z",0.145802
"X1.87_300.9914m.z",0.168805
"X1.87_309.9976m.z",0.101878
"X1.84_727.3230m.z",0.286751
"X1.84_807.2809m.z",0.250176
"X1.86_154.0532m.z",0.097723
"X1.86_158.0267m.z",0.43008
"X1.86_191.0449m.z",0.161491
"X1.86_229.0670m.z",0.182125
"X1.87_311.0025m.z",0.257799
"X1.86_278.0749m.z",0.140938
"X1.86_295.0222m.z",0.190545
"X1.86_372.0139m.z",0.250289
"X1.86_526.0765m.z",0.330966
"X1.86_662.0492m.z",0.236282
"X1.86_706.0637m.z",0.398368
"X1.87_603.0923m.z",0.350037
"X1.87_488.0505m.z",0.30927
"X1.87_498.0304m.z",0.402181
"X1.87_516.9814m.z",0.598796
"X1.87_552.0619n",0.242046
"X1.87_540.0685m.z",0.349542
"X1.87_549.2449m.z",0.116685
"X1.87_554.0678m.z",0.262278
"X1.87_556.0626m.z",0.320714
"X1.87_560.0499m.z",0.293801
"X1.87_571.0730m.z",0.396376
"X1.87_582.0468m.z",0.645267
"X1.87_587.0718m.z",0.483423
"X1.87_588.0747m.z",0.389689
"X1.87_591.0745m.z",0.307156
"X1.87_592.0763m.z",0.284092
"X1.87_593.1119m.z",0.323346
"X1.87_594.0624m.z",0.337566
"X1.87_598.0677m.z",0.418529
"X1.87_600.0295m.z",0.35444
"X1.87_487.0684m.z",0.32548
"X1.87_478.0458m.z",0.414854
"X1.87_467.0610m.z",0.205097
"X1.87_349.0243m.z",0.248033
"X1.87_350.0434m.z",0.162566
"X1.87_355.0083m.z",0.241621
"X1.87_371.0059m.z",0.127398
"X1.87_372.0290m.z",0.280302
"X1.87_374.0392m.z",0.241806
"X1.87_381.1733m.z",0.444205
"X1.87_391.0145m.z",0.22699
"X1.87_354.1408n",0.099468
"X1.87_330.0109m.z",0.289723
"X1.87_400.0288m.z",0.401848
"X1.87_415.0245m.z",0.908451
"X1.87_430.0458m.z",0.313394
"X1.87_431.0395m.z",0.150056
"X1.87_433.0376m.z",0.278717
"X1.87_434.0230m.z",0.172464
"X1.87_435.0277m.z",0.248766
"X1.87_437.0249m.z",0.342701
"X1.87_451.0770m.z",0.223579
"X1.87_461.0206m.z",0.210761
"X1.87_380.0911n",0.107437
"X1.89_383.0526m.z",0.1854
"X1.89_384.0484m.z",0.174753
"X1.91_218.0491m.z",0.864356
"X1.91_230.0973m.z",0.125229
"X1.91_257.0431m.z",0.180477
"X1.91_260.0648m.z",0.137709
"X1.91_290.0445m.z",0.28156
"X1.91_278.1463n",0.125675
"X1.91_424.1531m.z",0.203248
"X1.91_449.2162m.z",0.340192
"X1.91_466.0301m.z",0.241675
"X1.91_496.0866m.z",0.264996
"X1.91_756.0202m.z",0.180148
"X1.91_789.3435m.z",0.148989
"X1.91_161.0698n",0.148282
"X1.91_163.5325m.z",0.373064
"X1.89_769.0606m.z",0.393556
"X1.91_900.3914m.z",0.490771
"X1.94_751.0102m.z",0.105824
"X1.94_751.3396m.z",0.141645
"X1.94_751.6736m.z",0.232707
"X1.96_136.0397m.z",0.164496
"X1.96_181.5342n",0.42487
"X1.96_227.1031m.z",0.178838
"X1.96_249.0854m.z",0.158113
"X1.96_309.0340m.z",0.108453
"X1.96_316.1469m.z",0.178111
"X1.96_367.0668m.z",0.163981
"X1.96_398.0025m.z",0.193607
"X1.96_405.1181m.z",0.237043
"X1.96_406.1258m.z",0.245487
"X1.96_441.0512m.z",0.328608
"X1.96_445.0182m.z",0.217612
"X1.96_453.1985m.z",0.446118
"X1.94_750.6725m.z",0.137169
"X1.94_531.1823m.z",0.353031
"X1.94_511.1874n",0.2308
"X1.94_374.0099m.z",0.327446
"X1.92_236.0925m.z",0.149489
"X1.92_243.0561m.z",0.149115
"X1.92_300.6450m.z",0.353374
"X1.92_442.2023m.z",0.436532
"X1.92_737.0856m.z",0.340777
"X1.94_162.0270m.z",0.06843
"X1.94_198.9977m.z",0.115428
"X1.94_275.0105n",0.130652
"X1.94_306.1303m.z",0.201884
"X1.94_326.1477m.z",0.111062
"X1.89_757.0418m.z",0.257395
"X1.89_754.0718m.z",0.416162
"X1.89_490.9824m.z",0.310393
"X1.89_492.9455m.z",0.403678
"X1.89_511.0563m.z",0.276466
"X1.89_521.0812m.z",0.306934
"X1.89_527.0694m.z",0.384904
"X1.89_528.0679m.z",0.348418
"X1.89_530.0904m.z",0.30747
"X1.89_549.0866n",0.34277
"X1.89_543.0686m.z",0.270517
"X1.89_552.0777m.z",0.243944
"X1.89_555.1130m.z",0.371689
"X1.89_557.0650m.z",0.315622
"X1.89_558.0473m.z",0.187014
"X1.89_559.0526m.z",0.255833
"X1.89_528.0333n",0.256705
"X1.89_568.0480m.z",0.26407
"X1.89_569.0758m.z",0.23775
"X1.89_570.0604m.z",0.368226
"X1.89_574.0610m.z",0.227609
"X1.89_578.0569m.z",0.390906
"X1.89_579.0713m.z",0.251079
"X1.89_489.9768m.z",0.274212
"X1.89_482.0653m.z",0.185356
"X1.89_481.0706m.z",0.214569
"X1.89_389.0294m.z",0.173165
"X1.89_390.0149m.z",0.205126
"X1.89_391.9974m.z",0.203078
"X1.89_393.0030m.z",0.194049
"X1.89_404.0239m.z",0.245681
"X1.89_405.1557m.z",0.352112
"X1.89_411.0292m.z",0.350648
"X1.89_417.0250m.z",0.407591
"X1.89_418.0446m.z",0.455035
"X1.89_580.0589m.z",0.280357
"X1.89_423.1714m.z",0.212167
"X1.89_438.0094m.z",0.202351
"X1.89_439.0134m.z",0.227292
"X1.89_444.0516m.z",0.253957
"X1.89_452.0413m.z",0.204404
"X1.89_454.0536m.z",0.254621
"X1.89_458.1678m.z",0.325118
"X1.89_462.0281m.z",0.400541
"X1.89_473.0611m.z",0.308373
"X1.89_475.0312m.z",0.280968
"X1.89_436.0255m.z",0.347773
"X1.89_581.0537m.z",0.304357
"X1.89_583.0269m.z",0.244759
"X1.89_586.0471m.z",0.320832
"X1.89_668.0452m.z",0.365555
"X1.89_677.0730m.z",0.376892
"X1.89_680.0816m.z",0.392151
"X1.89_681.0895m.z",0.444508
"X1.89_686.0734m.z",0.446254
"X1.89_708.0703m.z",0.325189
"X1.89_709.0798m.z",0.401833
"X1.89_691.9980n",0.263494
"X1.89_717.0944m.z",0.511803
"X1.89_721.0870m.z",0.369553
"X1.89_729.0953m.z",0.484716
"X1.89_732.0940m.z",0.274647
"X1.89_734.0889m.z",0.413477
"X1.89_735.0904m.z",0.408169
"X1.89_736.0873m.z",0.356561
"X1.89_718.0684m.z",0.175831
"X1.89_665.1209m.z",0.397442
"X1.89_660.0523m.z",0.264289
"X1.89_595.0629m.z",0.359827
"X1.89_597.0759m.z",0.34052
"X1.89_609.0747m.z",0.275443
"X1.89_611.0516m.z",0.234411
"X1.89_612.0583m.z",0.282139
"X1.89_615.9769m.z",0.367072
"X1.89_620.0729m.z",0.272575
"X1.89_621.0732m.z",0.374046
"X1.89_622.0760m.z",0.372705
"X1.89_627.0512m.z",0.349945
"X1.89_661.0333m.z",0.378238
"X1.89_634.0666m.z",0.416175
"X1.89_636.0798m.z",0.376884
"X1.89_638.0761m.z",0.39926
"X1.89_644.0225m.z",0.290972
"X1.89_647.0522m.z",0.408196
"X1.89_652.0482m.z",0.296499
"X1.89_654.0914m.z",0.405241
"X1.89_635.0707m.z",0.349552
"X2.13_588.0755m.z",0.351754
"X2.31_215.0957m.z",0.187812
"X2.31_244.0242m.z",0.137688
"X2.31_255.0869m.z",0.156559
"X2.31_269.9533m.z",0.123488
"X2.31_330.0829m.z",0.154051
"X2.31_342.0192m.z",0.126392
"X2.31_344.0114m.z",0.196279
"X2.31_388.9872m.z",0.148767
"X2.31_396.1791m.z",0.221612
"X2.31_401.1381m.z",0.148053
"X2.31_826.2707n",0.180567
"X2.31_473.1039m.z",0.21966
"X2.31_493.0902m.z",0.382004
"X2.31_509.0736m.z",0.185518
"X2.31_513.0252m.z",0.182801
"X2.31_529.0868n",0.132109
"X2.31_532.1045m.z",0.31771
"X2.31_213.0597m.z",0.096757
"X2.31_179.5509m.z",0.114665
"X2.30_492.2755n",0.300132
"X2.30_626.2835m.z",0.112612
"X2.30_653.2383m.z",0.552029
"X2.30_661.8027m.z",0.102485
"X2.30_663.2977m.z",0.416546
"X2.31_164.1040m.z",0.452863
"X2.33_465.0083m.z",0.141155
"X2.33_485.1236m.z",0.247068
"X2.33_487.0675m.z",0.195948
"X2.33_503.0899m.z",0.461037
"X2.33_535.0689m.z",0.240605
"X2.33_607.0860m.z",0.316149
"X2.33_622.0583m.z",0.309503
"X2.33_646.1010m.z",0.358304
"X2.33_647.1004m.z",0.262412
"X2.33_677.0935m.z",0.404046
"X2.33_682.1044m.z",0.350168
"X2.33_701.1144m.z",0.495192
"X2.33_718.0024m.z",0.166383
"X2.33_801.1285m.z",0.350727
"X2.33_803.1311m.z",0.319645
"X2.33_447.0601m.z",0.200433
"X2.33_446.0423m.z",0.170019
"X2.33_359.0427m.z",0.130244
"X2.31_718.3188m.z",0.350709
"X2.30_474.1882m.z",0.554355
"X2.33_143.0190m.z",0.105251
"X2.33_165.1121n",0.599533
"X2.33_290.1573m.z",0.167545
"X2.33_277.9520n",0.095906
"X2.33_299.0883m.z",0.13873
"X2.33_301.2261n",0.137581
"X2.33_286.1174n",0.15985
"X2.33_822.1364m.z",0.375572
"X2.30_412.4766n",0.237841
"X2.26_506.2401m.z",0.852338
"X2.26_556.9882m.z",0.28906
"X2.26_618.2714m.z",0.254179
"X2.26_690.3109m.z",0.188343
"X2.26_701.3435n",0.121187
"X2.26_685.6452n",0.114983
"X2.26_702.0178n",0.132069
"X2.26_743.6739m.z",0.171113
"X2.26_892.4217m.z",0.582152
"X2.26_1086.0015m.z",0.408807
"X2.26_505.2383m.z",0.758912
"X2.26_484.1695m.z",0.454946
"X2.25_486.2560m.z",0.114254
"X2.25_541.2493m.z",0.447196
"X2.25_557.2216m.z",0.373201
"X2.26_113.5231m.z",0.290539
"X2.26_187.1020m.z",0.152282
"X2.26_228.0255m.z",0.087152
"X2.26_199.9855n",0.123813
"X2.26_230.0626n",0.111529
"X2.26_266.1107m.z",0.533607
"X2.28_723.6371n",0.200355
"X2.28_765.0238m.z",0.241196
"X2.30_188.5343m.z",0.165801
"X2.30_195.1128m.z",0.173275
"X2.30_206.1646m.z",0.169678
"X2.30_259.2014m.z",0.125472
"X2.30_343.1672m.z",0.271379
"X2.28_723.3013n",0.172283
"X2.28_675.2946m.z",0.50906
"X2.28_635.2887m.z",0.158862
"X2.28_314.0956m.z",0.210874
