Sample,Naive_007,Naive_027,Naive_071,Naive_109,Naive_127,Naive_139,Semi_025,Semi_045,Semi_061,Semi_091,Semi_143,Semi_157
Label,Naive,Naive,Naive,Naive,Naive,Naive,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue
440.1493__149.28,0,0,0,0,0,0,0,0,0,0,0,0
440.2387__72.71,90025.02751,259087.78847,0,0,0,12512.12556,418948.59646,434163.45477,554760.20644,458807.02487,328735.73091,223415.67539
440.3143__110.44,297158.63186,540664.03723,0,266345.95318,257173.73629,307254.12507,555838.44125,446959.14801,903474.6395,692276.08851,1034629.83049,726571.12614
440.323__24.07,558376.5127,523474.37294,331940.71123,759612.69212,422494.69773,792694.7107,978920.67319,1032297.36386,1402012.15465,909163.76327,1145739.43516,1200746.17677
440.6412__73.24,349805.45491,0,0,0,257189.73862,0,1020574.20562,0,0,0,0,0
440.653__149.02,0,0,0,0,0,0,0,0,0,0,0,0
440.7262__65,101462044.21027,93747620.55957,80103875.08207,84416503.5567,92859816.40288,72645048.24826,108569117.01326,101855420.58987,111156291.1145,107593285.32038,123688712.54221,124628199.99677
440.7625__125.31,738659.56403,1350077.51944,2283817.58724,1427248.05904,1793535.52235,1837882.25815,2434990.64978,520610.18744,678241.46295,2419104.71752,2459235.22402,1834673.92422
440.8702__113.12,15158897.25251,13888366.72114,13461921.1124,14255877.19683,13297348.42032,13449652.28376,7975459.68134,6517905.74316,6418164.37741,5201298.72372,12583713.44684,10387667.78023
441.1548__149.39,0,0,0,0,0,0,0,792882.38698,0,0,0,0
441.2571__96.79,1764590.43662,1867320.78464,1440600.99016,1582428.20979,1541530.73655,2008829.81147,839120.96119,1455228.28784,907187.6833,679546.64327,606192.08221,827412.31157
441.7589__96.43,731348.93221,848936.14559,557226.29094,638290.1172,651872.45743,750961.75646,250694.35344,622839.30256,306832.04477,155981.9649,121329.54381,203582.24469
442.2442__24.8,8143.94416,25028.90433,35425.19283,0,6326.50164,68429.42847,345600.71499,388991.31614,229744.41803,304151.34169,448217.92447,163245.22377
442.6501__73.37,261079.13768,63158.78087,190479.92975,26892.27389,174546.05395,51927.94376,904144.60769,499162.35049,683876.42087,396521.91462,380566.05758,652653.57626
442.7232__65,79347112.91544,73983090.02572,63004632.10991,66984051.9288,73129063.74093,58182074.34059,86356713.29029,80540279.94335,88042426.1918,84730856.22051,98395165.83227,100378546.35417
442.7417__127.34,3668219.41978,6059086.54334,10031525.74308,6953147.66703,6351624.61216,5153094.71344,6326037.94539,6319592.80385,2255132.13401,4838502.37987,7123811.49577,7341723.41031
442.8046__73.25,0,0,0,0,0,0,213665.80424,109654.46642,122185.41627,155413.72864,158524.79348,108025.91593
442.8468__104.77,0,34954.6942,0,0,0,0,185411.557,0,548232.08043,14808.12719,78997.62034,610872.08189
443.0635__168.27,0,0,0,0,15203.00161,0,451441.91116,522099.6613,1014902.50444,503420.53006,226815.95024,553044.33956
443.7494__127.86,3033905.75318,5782616.4985,5794504.00215,6896622.12332,6266345.69752,5162329.98826,4548256.58623,2703789.44889,1262652.50966,3170083.65392,5314647.77766,3525170.08498
444.2513__128.45,1120873.05366,3417098.2825,2753990.15893,3262138.28858,2347786.18811,2358695.92223,2056025.33963,1931969.95072,315435.21246,1214270.12807,1123609.18118,993210.65091
444.3178__40.73,3799.25978,2406.96458,15389.83875,0,0,108766.37519,627254.08753,1139155.32014,746104.60376,654969.03589,675913.97647,700744.53652
444.6239__75.15,0,0,0,0,0,0,0,0,0,0,0,0
444.6747__71.04,2714251.11743,2659862.18603,1865547.38793,2184727.35251,2448225.74334,1485105.55934,5892656.88936,5042217.94634,5295898.22288,5388126.46585,6514352.51667,7394670.57346
444.72__65.09,32441296.78462,30145368.22556,27090574.15558,28133281.12639,31113069.79939,25077331.73388,35180599.95708,33664814.02768,36391431.96164,34715809.70667,41348397.08468,42517539.3664
444.8347__60.06,0,0,0,0,0,0,51941.26239,41129.29506,64293.4201,59426.52539,60473.20029,144905.42609
444.9226__119.09,0,0,0,0,0,0,1125362.04885,0,0,2011168.07867,0,0
445.0611__95.3,0,8564.13071,8504.40754,0,21958.12252,0,743943.15149,689004.11872,1180228.62079,513100.42991,1245535.23169,1671921.40423
445.3212__40.53,0,0,0,0,2581.40121,0,65796.71325,150667.80716,65036.56905,62711.28607,55272.5683,53721.21406
445.6745__145.89,0,0,0,0,0,0,0,0,0,0,0,0
445.7361__129.19,341375.13832,929946.94118,1815642.20632,613290.2953,138641.24945,1183052.07091,1504505.21793,2432460.76747,1058265.71425,1978115.42646,1657616.39954,1142402.72166
445.8636__24.39,35972.29744,707025.56888,385600.72479,1014630.95319,391365.48174,1194628.54055,12234.41262,296380.28679,0,0,0,0
446.1759__144.73,0,0,0,0,0,0,0,0,0,0,0,0
446.2681__58.05,1483760.69351,1071198.07304,590951.40339,677681.87704,1011681.09462,878273.65118,748601.38584,724469.67248,917495.26135,584620.3814,1048747.0532,1177264.14493
446.6719__71.07,5862908.96784,6019937.46794,4747479.48311,5358891.06431,5653111.93615,3964232.85752,12622877.94272,11451293.09543,12302591.78373,12115011.59882,15983982.03943,17554674.22623
446.6825__145.1,0,0,0,0,0,0,0,0,0,0,0,0
446.7176__65.29,7804910.13298,7320642.68939,6115825.86586,6741138.99342,6864947.55,5976306.62525,8947344.78495,8046439.84546,5274163.70461,8400651.54362,9332278.74189,9705019.68929
446.7441__124.55,1026865.8627,1555615.46171,3582174.81249,2143735.07322,499800.31184,2654888.80527,3270567.52585,3953984.98695,2851350.95719,5075189.06659,7161824.45896,4783329.12306
446.7698__58.02,700545.4435,585029.94879,134848.37328,270575.99876,367066.8493,330153.32654,364720.60201,326779.49011,419636.07536,239200.91591,388247.61579,485791.73053
446.8887__99.8,128095.45971,361272.33401,140081.96381,0,14105.34447,147081.91298,218507.27133,276818.51057,113344.02515,176447.16655,583685.10646,371091.3907
446.8887__74.06,56079.61477,116492.99787,44510.22795,0,25935.94029,27319.49821,337456.97808,348033.91684,429243.84508,534867.69806,403869.96126,251586.52139
446.8887__116.69,13707187.06904,15558842.32714,11262007.72368,11986377.13659,14039647.50786,12312460.71456,2513077.47229,2343612.99228,2202085.38239,1321894.89099,3907001.63255,4848002.26444
447.1843__145.27,0,0,0,0,0,0,0,0,0,0,0,0
447.2452__124.36,190821.46061,602317.23596,1196982.66401,822807.71217,561840.38439,940982.17252,1695919.46197,1954612.44174,1437696.07032,2855478.31991,3522405.00808,2671069.37372
447.2576__83.41,1912254.98294,1748322.05608,1444802.6426,1541976.53159,1461220.86209,1624926.47728,1534751.85462,2073480.58051,1853211.65763,1586350.17907,1883100.12455,2335883.93398
447.348__24.28,318070.571,379580.51655,227166.74175,635996.2065,344943.23311,600700.10995,797424.11035,587348.3276,1088552.55515,572784.13542,655723.73353,1013366.70749
447.7521__125.3,806918.41907,2134104.92709,3357532.31171,1763378.00643,1675316.27925,2041115.63173,2277732.93896,2520603.02769,1081500.84131,2664702.26725,4102464.53566,2629976.57305
447.7594__83.51,875536.81016,630683.6964,470696.85579,430819.1679,552992.6333,581968.64109,521140.74312,742193.25295,626846.46768,494982.54926,548584.20284,605987.08977
447.892__116.71,750042.09217,955010.40081,674137.3403,602473.41467,850378.12154,799242.83939,137525.8145,109315.5935,60357.48947,37143.99628,141030.9342,236975.4139
448.0166__113.35,7148050.93206,7761296.8144,6708272.56302,7638488.18032,8783636.65441,5138310.24153,3427425.06484,4058864.39087,4771466.95665,5913580.2151,3392351.46922,6967267.89767
448.3426__91.39,344091.97122,412377.08921,199659.43831,293445.48031,457220.87765,936239.72616,496864.6179,561128.59524,1816678.62378,520791.62822,441176.40124,773213.8685
448.6688__71.06,5889544.66784,6200238.50323,4490032.56961,5141753.39292,5453894.63056,3721931.42959,12623643.59398,12177954.71526,12786198.72046,12495293.92029,15213999.69247,17877338.9883
448.7531__136.35,832663.86512,322281.49755,150328.82073,100859.65631,415719.47348,251230.92311,474536.10192,378448.10791,824828.64142,297974.21197,735354.15273,859899.48432
448.7581__61.85,1555831.78567,414226.55382,389415.04206,0,0,1089553.54169,2377547.69257,2482051.29834,497992.87785,349929.16302,3143921.01436,2666489.26555
448.7581__68.44,7320477.9885,6838599.68425,6109302.81866,6747226.30449,6967177.4323,5897731.5047,6087218.12959,5264523.50021,6672422.96522,6358691.89695,6103913.07468,10327852.11686
448.7596__124.51,750554.23544,2074006.74627,3196309.8049,1689240.39995,1982656.95287,1601555.77001,2064887.772,1427386.21612,892655.57734,1730171.9789,3145646.81254,2972842.76307
448.8219__59.25,0,0,0,0,0,0,81570.38214,13095.956,63455.07255,66348.17457,448222.25186,128087.18253
448.887__116.82,682810.06359,762769.75605,618113.75916,453068.49563,703041.03496,588884.47585,28201.353,33683.46956,0,60234.04637,125242.80425,190984.95605
449.0198__113.26,563891.14663,633754.34419,555080.24353,655414.82603,718535.10553,378484.3598,218048.0102,405621.3635,427000.1503,469687.22137,220791.04945,558274.42007
449.9174__117.45,27314.94146,59455.01173,0,0,0,0,140522.35278,82622.57217,208968.70065,67403.15364,0,52333.7574
449.975__116.94,94179.86214,255672.58991,151341.45003,0,71640.13019,117836.15673,206212.13683,280461.47867,297390.83563,140304.83752,104141.87789,363701.83119
450.3225__24.16,1964169.91586,91031.55381,0,12555.02321,0,4203.28613,1604546.22975,1129395.51249,2533639.2557,1220441.1783,37284.07232,368266.13451
450.6661__71.07,3362936.90278,3519572.34326,2509184.56716,2737276.02128,3159852.08766,1932445.08274,6958428.13575,6489220.95877,6635023.69223,6651109.10121,8832734.92653,9699463.16568
450.739__132.43,748630.13013,2505889.19723,3516498.74903,3033335.88909,2799707.25556,2322694.32022,2509427.36704,2644251.04588,725183.06801,1824141.66767,2838911.12841,2767481.65151
450.7549__68.52,11210739.11491,11055079.92998,10665475.2202,10792602.37517,11399435.22322,9727355.61191,9958405.90188,8746004.80821,9839458.34583,9973217.98671,10100640.52138,11555402.27634
450.8191__58.87,0,0,0,0,11092.93254,0,220809.99284,61239.85166,154238.98543,95319.49397,425112.97543,218443.69353
450.9307__119.23,0,0,0,0,0,0,0,0,0,0,0,0
451.2523__76.47,2724128.54707,2181049.78387,1984694.06974,1945384.40314,2280809.95743,2496771.81796,1016470.69103,2002262.00291,1110282.06189,913611.28888,905609.52198,1049406.58507
451.3257__24.23,537419.48063,7424.47657,0,0,0,7262.57883,362562.04611,229310.44581,639654.40727,204420.17891,2945.56788,44197.73408
451.9303__110.66,489017.33763,522172.02254,390950.78247,481035.09476,418316.12686,1263788.23929,175114.78896,752065.32466,684045.16666,337208.20427,466499.01152,458097.87559
451.9537__87.07,0,0,0,0,0,0,24309.33946,0,0,30479.7925,0,0
452.149__148.71,0,0,0,0,0,0,0,0,0,0,0,0
452.2781__108.33,603546.85485,731351.25651,540439.26414,491086.40259,625122.60156,819619.08524,489801.35232,548371.19033,427754.91759,421719.46376,179478.83998,388847.01608
452.6524__148.75,0,0,18070.53237,0,0,0,0,0,0,0,0,0
452.6628__71.05,994136.90067,1013912.6793,733145.07012,868959.29128,948028.84072,582318.60003,2344401.69847,2260299.83237,2413494.0906,2330028.66324,2870855.45112,3663586.59718
452.7382__156.72,0,0,0,16441.83341,0,0,5743161.33449,16095560.51116,14593367.08739,1594542.38487,4738879.8825,0
452.7519__68.58,7257500.93261,6652886.63753,6522786.63472,6717728.72433,7056068.90208,6311834.66861,5943024.18567,5872263.51539,8452224.24509,6677891.5446,6693825.31663,7336550.49306
452.7521__60.8,1416039.47743,1638694.42173,1725488.01459,307344.66607,1658371.26569,1571398.44913,2384340.3371,2141521.03158,2109068.33186,1893579.38056,3333488.23191,2617743.06088
452.8022__104.41,0,0,0,0,0,0,14778.4898,0,24709.68226,0,9190.62999,147914.00449
453.0246__103.76,165222.52232,877552.90864,845782.21225,665142.46838,847612.22199,710121.1522,434576.53992,592666.85931,467826.7954,757775.64662,567069.82092,700760.05139
453.2109__83.78,11402.24006,0,21928.26956,0,0,0,15093.79649,39527.53206,58249.84171,41990.8799,21521.35443,22140.66598
454.1644__145.14,0,0,0,0,0,0,0,0,0,0,0,0
454.2138__83.78,0,0,0,0,0,0,0,0,0,0,0,0
454.2656__77.32,5005051.90505,3981608.39566,3686077.73978,3685057.04683,3569778.38821,4130432.69933,3983319.10061,4461790.24512,4082250.30282,3671703.70987,3613674.53786,230150.25701
454.2942__108.22,9127138.07972,5854390.03626,7781518.39911,8749035.21339,7066914.4084,10833320.44521,19447960.97468,18881458.6128,11161497.02957,8094781.17646,11596240.47114,15995587.69711
454.3304__154.48,0,97250.77406,51688.89709,0,67470.89373,61728.70485,403594.87018,354502.68361,577116.04481,748283.07372,1138938.85187,267433.09391
454.6598__71.17,87195.31167,80966.00888,36859.38743,0,77277.08466,53498.64591,449139.79599,343532.77537,380407.35949,347078.47443,467554.04483,591839.54052
454.6685__145.1,0,0,0,0,0,0,0,0,0,0,0,0
454.7045__71.02,2675577.61061,2805308.56614,2098605.92996,2180524.0105,2348106.07665,1717001.87894,5234448.83425,4762555.20769,4845949.10726,5105593.92922,6710253.70273,6285227.58001
454.7415__128.94,1793711.74525,2666158.8793,4816723.63768,3479758.20714,2447059.46176,4001965.0202,6200680.81943,7568146.86831,3743483.86681,6247767.26504,6957750.86188,5656405.41186
454.7494__60.77,501114.20702,441608.12077,221581.19815,0,0,247180.17386,660992.41129,637886.89984,705417.9414,708663.37864,1038526.47939,752290.03095
454.7676__77.27,2130979.38279,1704578.58164,1566665.08049,109994.8446,1660607.8729,1907265.11116,1625178.9256,2130482.7132,792544.15736,635341.55523,0,278555.74698
454.8132__59.53,0,0,0,0,0,0,4888.03826,0,6643.47949,0,54357.54413,12106.09628
455.0123__137.02,0,0,0,0,0,0,0,0,0,0,0,0
455.1702__144.84,0,0,0,0,0,0,0,0,0,0,0,0
455.2429__128.88,571106.13877,1200132.07971,2256025.14983,1729383.37526,113320.50493,1551431.68663,2496903.7906,3878358.70957,1644496.22996,3022752.81551,3397817.25545,2995862.75599
455.2684__76.92,447266.01424,385376.42008,163209.13246,74570.68087,140035.5428,289762.48163,460160.85178,419372.41972,410978.06317,385623.57452,358343.89196,482209.05297
455.273__83.63,450444.68758,366868.80898,0,0,14131.12767,308861.97958,246122.24046,594912.19081,272418.94499,289052.48562,186485.60697,170175.28527
455.2975__108.03,1902766.65873,1226888.93021,1677973.47415,2061162.66639,1441603.00028,2391705.99765,4140273.42388,4102505.21536,2421253.36679,1740566.7702,2606662.15131,3410470.33953
456.0201__137.99,0,0,0,0,0,0,0,0,0,0,0,0
456.2627__108.55,2412501.25582,2313129.92469,1869959.05109,1998658.43278,1944235.93647,2294950.49589,544816.24869,1624040.32135,945301.04684,642822.78547,754896.48473,1012706.95994
456.3178__29.99,0,14799.46642,3017.82704,0,0,0,1466585.49931,514564.2916,1739001.71098,1483694.6193,1556360.82037,2200766.16474
456.6015__103.45,886128.6958,978706.30186,608833.64348,822486.39355,772511.00231,898447.94976,179043.25177,593307.67987,403886.18972,374733.15962,368452.18613,450420.20265
456.6154__74.29,0,0,0,0,0,0,0,570868.20815,0,596867.6663,0,970027.37578
456.7004__71.61,5068775.31063,5860856.01923,4464692.67717,4918614.66472,5090871.53897,3701622.22907,10278889.22746,10071716.52141,10321557.96784,10284880.84645,13082170.87907,12653942.39194
456.7644__108.05,955206.62266,906927.16984,723309.83158,832939.14315,838664.29708,997538.92497,182765.9478,696562.5474,251281.07829,176283.74602,427276.34506,411945.42136
456.8831__80.26,0,0,0,0,0,0,0,0,7994.87539,24813.61925,0,26093.47339
456.9367__103.44,605243.1638,481251.21693,420420.7283,441905.77093,471814.66663,543938.88728,334926.42416,444039.24184,238578.69536,116936.49233,251488.14716,243916.56006
457.2333__85.19,605604.90566,118863.16294,9464.14869,145830.34755,459561.92591,10962.49664,1904889.82512,1602543.79263,1363209.01941,1139837.26659,330210.37057,1965914.70257
457.2787__62.71,3590130.32558,3487128.89955,4623182.68873,2190063.86356,1512873.41625,1331161.24362,952781.67763,3665700.13381,4520706.61349,3250368.79387,2867572.52921,3277761.40092
457.9716__112.37,95060.86494,135914.39112,281127.27185,145572.17886,179371.0081,0,200518.87824,301342.24377,334194.17341,542310.82101,219319.12769,490345.43253
458.3335__36.8,0,0,0,0,0,0,125933.60747,79854.76358,143403.60813,105636.37465,179032.18511,234456.4802
458.6126__74.42,0,0,0,0,0,0,1123721.66669,0,0,542862.85833,0,1063879.49627
458.7789__71.02,4391907.39175,4935175.54423,3680073.05831,3931100.0839,4307446.24544,2905625.42112,8427551.5689,8456133.03419,8511686.50361,8759151.57503,11081078.01802,10827756.87031
458.8631__113.12,3795850.18071,1841734.62533,124505.89528,770545.093,2324635.88999,183835.37726,257318.9047,106509.35181,305898.89666,81021.13064,0,314946.68443
458.99__103.76,0,0,0,0,0,0,75745.46278,0,189312.26075,47079.12636,51248.18228,237492.19821
459.6266__149.54,0,0,0,0,0,0,0,0,0,0,0,0
459.9416__116.71,951500.30398,771191.58874,776910.97563,779245.42221,1598286.06494,607241.81389,27745.57386,67322.9962,19720.68162,0,437254.77013,798714.94297
460.2706__23.74,53472.45761,56225.45526,129273.47445,2846.87304,97727.69036,244509.10049,24693.30722,38888.01218,157836.02075,21669.32443,102525.5736,117788.32
460.2805__105.6,2864778.89707,4161980.74188,2391431.75961,3787359.98576,2536073.37588,2689928.30009,3584239.41022,3943363.2144,6197929.71551,5440131.40205,5470936.37658,5402876.24245
460.6488__71.79,256636.74427,284276.65631,144288.63479,268028.97205,265934.06281,47037.86327,2474696.37536,2006220.38026,2363453.93472,2319448.25971,2431296.9549,2606297.72865
460.7366__71.09,1961721.59933,2154948.74036,1633449.92716,1782914.53096,1861766.63912,1239575.99148,3989771.24766,3950519.16315,3908041.97612,4048567.3006,4992224.9523,4817416.52498
461.0738__127.79,0,0,0,0,0,0,0,0,0,0,0,0
461.2732__72.5,3152990.72272,3241331.87202,2576463.18405,2985545.97739,2521947.71002,3581329.88979,2065336.23048,254321.06308,2096910.35249,201280.91016,1465269.87096,1580867.94154
461.274__23.98,6807.35702,2333.41116,5658.46887,2719.74887,0,18153.106,2678.20296,0,35135.75021,0,11715.48059,30371.91977
461.284__105.48,587799.03063,898153.28788,462877.26648,682920.54807,495175.91778,542560.7206,565230.4767,823247.57105,1256435.71219,1122995.18803,1144568.79781,1061392.35102
461.7748__72.43,1348419.01857,1415161.36849,992595.90936,0,891013.11608,1402525.4724,920462.52334,1018886.41674,818052.95793,864681.75907,416945.19961,715357.44901
462.0814__127.33,0,0,0,0,0,0,0,0,0,0,0,0
462.2521__76.84,252223.57943,218777.50068,117745.52393,156501.90498,146073.50504,217288.85192,524534.34773,509224.83284,445688.11702,525984.58616,493994.12936,631354.24709
462.2966__111,348322.32296,650917.24714,140601.14899,398297.71238,347259.73157,377561.56835,610311.64898,401554.78236,951892.11704,688428.52906,1080434.15455,719238.94877
462.6456__71.98,721251.38961,960103.02446,600411.76075,689631.87215,813149.22724,365551.6685,6312851.11849,5041372.87741,5461285.78532,5901285.00068,5882342.18236,6684009.39904
462.739__130.56,645203.54534,1422962.68951,2964977.54292,2698631.77427,233581.85893,2217748.89007,4066728.85008,5283739.6874,1936094.90592,3560054.11255,4361437.97778,3451554.61538
462.7805__70.96,435137.20465,427983.57738,317312.75392,364045.08692,321025.13332,218533.5548,987296.37839,990668.58879,933204.63505,955917.65438,1145654.8963,1208558.60794
462.8633__117.76,1605923.82824,2292429.65614,1752177.74455,1635074.62244,1992465.51152,1442287.87302,680303.58926,428579.56519,526239.05235,122463.97993,705652.66015,597501.14336
462.9794__103.46,6530.75524,183950.31299,178590.64002,0,0,55804.35734,117917.88833,166891.66234,79358.02089,183765.72247,81645.27921,173415.44506
463.2708__101.96,2093658.18719,2126154.71533,1679913.02551,2003649.79708,1332275.57228,2039470.18753,742452.65772,1550728.05649,786747.68426,694820.53288,715071.60984,1014138.40743
463.7723__101.73,857509.24424,881237.61428,690512.58992,737157.75008,844937.75895,985576.30457,301166.04445,559711.50194,219950.65289,350977.32624,200771.09166,316290.03297
464.3146__104.56,3059887.94695,4668205.20786,2610682.31744,4962260.0037,2107622.28153,3364326.19098,3886761.55669,4084880.9293,6046806.27795,4066712.95243,4028365.62632,5279736.14093
464.6429__71.98,787594.05135,992180.24317,704955.30287,733051.15512,777972.42456,333405.12324,6616016.84221,5042160.3327,5843074.27076,6120769.80985,6075343.33588,6698767.90095
464.7318__72.25,396878.68548,465357.87185,471117.21441,363651.11444,429058.31972,300917.47531,1617458.74612,1465560.45017,1538055.3013,1661611.55263,1783662.72779,1783456.41382
464.7546__130.78,786407.70095,1105039.88636,2228341.74827,1627620.75142,503685.71355,1171909.002,2611199.43786,2387573.16475,735679.92959,1878542.1713,2416847.80996,3035670.20145
464.8604__116.9,19682.82553,80259.60647,79645.8377,0,0,16547.55847,85265.02757,69252.22608,17942.47267,8954.94792,31054.58637,8661.63756
464.9172__58.8,0,0,0,0,0,0,89265.77903,0,133079.05093,0,0,152566.358
465.0286__117.59,0,0,0,0,0,0,0,0,0,298426.01703,0,122798.4796
465.2684__69.71,5267482.74287,4862032.27695,4085869.50842,4236648.50157,4420823.59012,5678622.30392,1173219.34859,2757207.31145,1329525.33608,1416280.77868,298445.82792,1838958.22773
465.3182__104.56,763279.46228,1115196.40012,581132.59477,1225984.79791,364712.19631,743597.25362,891086.38316,1062752.02426,1512764.47394,988348.29104,844741.99192,1132703.02993
465.9733__114.88,0,0,0,0,0,0,17904.82108,50198.73429,216923.34253,247604.00491,22209.47163,145559.71846
466.2722__70.39,744441.19738,807557.12783,503894.14272,515132.2386,510337.13883,1153351.09868,6271.05563,64893.30525,11430.90584,27891.69521,0,0
466.3303__104.03,3374110.70085,5529567.60113,2416850.98736,3324431.78915,2676069.32786,3044193.6048,6277079.16002,5693089.762,7405671.66759,6056099.02669,7227428.384,7352182.11257
466.6047__113.56,696150.76706,657091.79218,533689.25318,0,634612.96774,983670.13952,103313.44075,303351.57647,361794.67335,120702.39656,357482.05303,499061.79789
466.6398__71.98,449982.74079,589602.68013,281173.19478,326391.203,443871.90755,120638.2526,3970508.91574,2943694.2157,3265980.57996,3594751.90873,3541010.6631,3996644.44933
466.7291__72.25,805740.40918,886442.91047,744017.07003,712318.44402,878770.79276,608937.10752,2774556.86898,2553227.27032,2748726.78002,2692414.48941,3284541.96195,3057415.8171
466.7928__89.24,232943.10452,184536.24069,178300.10334,160299.22623,193636.16078,344830.27914,290521.97169,431802.92769,433900.08028,296798.98179,407914.8253,546921.35456
466.9443__58.84,0,0,0,0,0,0,0,0,0,0,0,0
467.1433__77.32,0,0,0,0,0,0,0,97658.20656,0,0,0,0
467.2476__93.37,0,0,0,0,0,10376.68407,0,0,0,0,0,0
467.3333__104.03,752267.98856,1237253.60346,601965.80521,711726.93079,615360.15521,689350.8176,1344080.88575,1239334.58257,1883817.71486,1348576.50162,1790506.96314,1807075.68226
468.2808__59.43,3176982.14392,2859982.56821,2437840.1355,2380964.4162,2677250.38215,3045418.53401,176241.16752,2369851.52147,1990140.62886,1922684.92271,2164707.51371,253554.0889
468.3095__151.81,27925691.26232,36779982.97342,24820869.76264,35287826.28983,48041982.52639,27096013.24704,76329138.30105,53446361.60211,29479073.8558,48819331.66138,40581650.29851,31160178.21055
468.3101__107.47,169470.21476,118715.70044,60312.45462,59916.68262,175768.85774,125167.86768,799317.14087,694202.70957,187112.25899,89476.06136,158541.88782,388815.7588
468.7225__72.2,611434.05038,128921.3464,347242.48014,423025.98825,514678.79798,268954.16249,1830854.4611,1605191.6671,1758920.6247,1701318.74085,1224876.23347,1357058.79551
468.7572__127.63,124653.86553,310141.06,890261.09104,461055.78844,259578.12909,665488.32665,1508966.25385,1437033.64234,656577.10368,1465942.03462,1656245.35146,1129370.34912
468.8158__67.57,2345837.8695,2330041.67201,2199643.38504,2101388.52525,237757.11694,2000718.52248,2312541.64149,2273468.26208,2459930.82369,2586050.87639,2423974.09017,2653179.40664
468.8183__105.34,367633.14582,224993.01377,23992.73563,19908.5087,118189.58632,35078.07995,435670.36014,130227.93575,298362.14029,99497.7045,231418.33065,765978.30069
469.2708__88.56,417364.91645,249310.45237,330309.15649,0,547435.1773,575554.74419,451171.38439,558676.5262,449719.58932,263600.97303,381911.15792,913984.43946
469.3134__151.76,5989765.35465,8296663.5334,5944133.07434,8236530.51246,11024466.69053,6476128.49648,17897061.26337,12130955.88319,6650250.13271,10869861.11415,9614107.57621,6626378.71821
470.2384__88.56,30825.54714,83865.85345,128227.08116,45240.54293,103231.71951,80218.93681,1282405.13871,1098508.46045,1037587.36573,723634.39341,1031957.63655,1243834.72372
470.2783__95.33,990988.87648,961846.41575,929562.60603,898481.70855,867828.3612,919730.14254,327272.85013,758946.01986,459873.4151,391128.72051,420340.8089,243120.16633
470.3161__151.41,594251.0657,896569.64359,270555.70787,769196.54632,1152232.81791,374729.53718,2216186.58198,1493697.63984,695775.45648,1301318.22315,757197.04364,484691.2356
470.3331__25.58,147677.2029,186021.72874,135153.27074,284423.84844,145042.38613,222027.61732,1978947.11658,1599675.89905,2708189.79393,1911396.25856,2301407.91796,2658571.77701
470.634__72.21,8121.56399,0,0,0,0,0,100923.40886,46090.55018,94199.1696,179472.87021,119000.86906,206742.47416
470.7232__71.87,463130.04164,696273.16432,370418.66012,387798.74231,471832.10273,1927402.90922,2797232.83993,2498775.54244,2475153.2054,2642508.18886,3029466.58006,2478875.74952
471.2469__88.39,143367.73537,259145.16374,268399.63629,535738.35709,341811.42782,343183.23917,2070004.93919,1565523.01078,1576076.97243,1187407.0364,1768376.4215,1605357.86534
471.2771__107.73,997738.72099,1302716.17304,963473.67594,1044342.15747,851339.47719,1057707.09008,331428.52637,725743.60868,556009.10328,396049.49302,367330.47583,669472.81499
471.6111__107.77,770734.48112,753785.92759,503822.84226,634103.5991,529361.2983,682696.93297,179728.42941,522841.13645,449730.43608,300591.62661,288699.81058,306100.20197
471.7389__128.55,187146.48512,796512.75686,4192309.67207,387938.32013,7646576.96047,2527673.72881,10617209.27675,12343070.8901,10581927.4461,13318413.07574,27389516.97967,27394691.49261
471.7399__149.24,94788.40422,325091.61985,3949885.27011,94591.46461,8516632.3992,1213694.78989,8344304.41396,2415317.53983,1591296.86365,2188809.04087,2465159.85032,20354754.64256
471.7485__88.05,50814.23961,62306.90628,33085.28853,10680.13606,39720.98599,84106.86896,910021.43979,816862.06092,755604.17034,413045.10872,516937.62318,653215.5284
471.9866__114.63,529624.18024,534728.54813,883475.68344,1016070.7238,1160687.10193,1044402.74012,754292.99773,1140453.60332,1297013.303,608925.46021,560088.80668,864452.48999
472.5775__74.27,0,0,0,0,0,0,0,0,0,0,233006.19909,293645.04842
472.6744__72.11,1016084.08896,1290511.86667,830126.08241,903104.8565,1036401.60464,501728.31039,5642358.77986,5057417.71315,5368382.03143,5700007.39806,6479924.08868,5944599.22429
472.8008__58.4,0,0,0,0,0,0,39364.68387,0,0,3037.4191,70731.74722,15632.37055
473.0228__136.74,0,0,0,0,0,0,0,0,0,0,0,0
473.9575__116.85,3226720.90419,2425674.6165,2272177.58968,2201701.4888,2643691.59226,2183307.85605,392492.78906,448512.6485,627995.88418,240730.78162,1221568.95029,1787115.24906
474.2958__105.64,215167.62951,473802.87614,27894.50918,348442.10882,429310.0004,190764.20267,460839.94888,414269.51664,162750.00546,226804.251,883760.28661,361128.83459
474.3282__55.92,200084.20886,263194.12012,340153.38072,260993.44668,361254.3168,534932.75142,187814.53917,388070.47622,139901.84131,221503.86756,108041.82059,122443.97352
474.6715__72.5,998509.71987,1179073.19781,715099.94901,777331.94248,852870.1003,419618.29172,5017781.68507,4595032.2857,4897607.1496,5164906.03948,5560127.76432,5225355.56898
