Sample,Naive_007,Naive_027,Naive_071,Naive_109,Naive_127,Naive_139,Semi_025,Semi_045,Semi_061,Semi_091,Semi_143,Semi_157
Label,Naive,Naive,Naive,Naive,Naive,Naive,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue,Semi_immue
873.8346__114.19,1427331.39123,994099.78767,656100.49515,888030.55102,1079267.18964,836036.9918,256763.99157,292350.74871,165163.13198,204886.74713,53583.73114,189180.58121
874.3454__71.09,19576.43696,45047.49196,10394.13329,26421.53639,0,16119.01539,723933.17181,556188.22645,731867.12075,695587.7157,613388.28149,764938.26612
874.5571__118.19,7660867.02721,4422794.18991,1587228.67356,5989632.94155,6545316.34576,3428733.51021,262320.36919,234085.54411,384525.85003,15311.24277,758425.63957,781296.76119
875.5602__118.19,3889273.61733,2158001.79955,892949.53073,2897560.50897,3587285.6944,1699846.0416,16409.17313,63159.0902,140972.08552,0,19742.09294,85440.21394
876.3424__71.13,0,0,0,0,11562.32413,0,454017.71187,460088.65169,397970.74535,478827.13084,362956.46889,555388.82964
876.5366__128.57,1879271.681,4003848.23763,6481827.50765,615422.0159,579378.01658,491802.64153,6442475.78257,8985703.46569,6998565.91748,6339193.73557,7497185.75959,8305051.83843
876.5694__118.11,10209251.34257,4647456.41912,603268.99159,6829275.50354,6491725.69623,3983380.52527,815323.51973,973798.5662,702638.65697,510126.39525,932644.60758,1037266.24617
877.5404__128.81,676044.26355,1805761.59846,2713250.62505,2425344.84049,1482395.79673,1714835.36868,2971138.82965,4199080.32092,3385587.09063,2921074.2891,3673750.75628,3970106.98072
877.5734__118.18,4907508.03462,2634828.94107,1003776.90172,3234180.2165,3136285.74661,1810967.35579,86060.77397,443106.44568,198541.30705,12497.49066,402594.09135,606211.5385
878.2881__72.21,0,0,0,0,0,0,0,0,0,0,0,171838.99785
878.5518__128.88,1131974.2252,3647117.92723,1680192.90188,2687272.02117,524679.3761,2355350.83498,2845952.09614,3211234.0522,1454676.90634,2733119.40462,3276269.9125,3704225.08699
880.2817__73.3,0,0,0,0,0,0,0,0,0,0,0,0
880.3808__71.34,12168.28208,101304.41526,37939.79626,0,0,0,455028.28479,413648.41385,534520.10555,530697.08416,572812.22389,550697.70656
880.5379__118.26,2498706.80397,2752919.01563,2802771.31387,2158764.28564,2237941.87727,1391558.28944,0,844786.51912,340089.7489,791220.82563,0,0
880.5694__126.6,1486309.91345,2618018.49402,2691667.10439,2420784.01474,2105002.07404,1608902.35596,3135351.47528,3743081.57046,2192635.65148,2557287.43413,4693818.65572,5322850.23873
880.8209__116.12,1266121.82342,1233321.12745,592435.91771,983414.58282,1120588.73969,944632.1351,13058.9341,0,11213.25825,0,13552.79925,40179.16374
881.3841__113.52,1252927.2186,1073364.28174,858031.06458,1046089.85436,1136353.81716,580378.75029,276776.08838,416278.03518,392036.01893,571396.2185,126943.30024,710305.03986
881.8829__115.92,604499.84265,770503.90254,553848.9507,553089.52611,421320.43268,355548.41689,36054.32586,42050.32332,11610.44463,105608.93262,28538.80077,128390.28635
882.2738__73.92,0,0,0,0,0,0,0,0,0,0,0,0
882.3785__71.37,94479.70288,71991.42315,32842.45371,0,21154.22724,0,663751.731,523144.56029,616937.62614,189697.47657,723520.05749,697785.18219
882.5866__126.56,343579.99989,3081881.61791,2824698.77529,2548565.98326,2991934.61136,1960541.47361,3965993.04111,4925935.37765,1649267.13194,4363165.14498,5517740.93301,3606170.6164
884.3753__71.34,12648.80121,75507.84251,36477.90218,14036.51852,19531.48718,0,511181.4551,407532.01179,496103.46465,500346.72525,650932.03451,596022.97578
884.7649__113.25,2925457.88907,2475439.10559,1697623.44699,1934095.99807,2048794.84365,2433285.27721,0,24456.46456,0,0,0,0
884.8143__103.21,54640.50665,533551.68675,447874.76818,349327.6321,589827.34825,513488.51647,0,31380.93512,0,0,0,0
886.3485__71.48,0,0,0,0,0,0,212309.3796,319909.96167,292522.54542,263507.5596,0,343238.49985
886.8061__113.9,3086857.83053,1113358.77405,14141.7035,37137.27011,1398297.20979,77503.45602,224950.22446,13438.70693,647532.06903,43463.26317,44039.33824,273113.74727
888.537__118.45,1847290.12582,1018176.42418,1013418.80576,971651.69919,1912178.15972,1061312.71482,1176511.90577,1433075.60248,782369.30456,0,401542.15235,625744.60917
889.5407__118.73,429568.71023,231059.16043,167764.47181,323336.97647,517980.34723,396416.17386,0,685522.47619,969820.83149,518858.84274,0,900461.02054
890.3208__71.48,0,0,0,0,0,0,134847.21179,266000.84957,415298.8073,421706.10768,343327.55382,401251.75234
890.5505__121.26,1923667.28245,1305211.08668,392721.5892,1188533.72161,1921717.82174,1097696.61259,0,0,15370.79499,231807.48142,734057.46242,0
890.5747__61.35,14883981.66216,13431020.33918,11570728.23921,13065268.44678,15279814.5484,12440219.77986,229511.51982,2250670.99559,677985.55247,388108.04339,307409.39939,171717.94867
891.5425__119.93,789535.92209,0,0,0,829706.0789,373891.27021,0,0,0,0,0,0
891.5812__61.7,1087074.55637,1558879.54391,1318914.90442,1332423.87169,1707246.76454,1545984.87657,13346.83703,18166.17731,0,0,0,0
892.3691__67.88,499663.83283,287393.56273,332960.19524,254740.94542,381150.18343,241296.20193,632369.61305,577557.08993,150302.38919,140276.36052,761822.48503,846059.14641
892.5321__129.82,217074.32243,863715.66633,1524556.24645,15931.02113,671127.12205,756189.92947,2346401.71382,3696645.54775,2121603.81814,2064471.89813,2697529.78944,2944695.84166
892.5651__121.26,1670346.1792,741275.39153,195302.33937,646248.54085,1201500.58829,760046.28628,18437.82813,0,20837.48783,0,0,17439.93357
892.5722__61.07,18295794.78116,17086818.60691,15106051.69243,16147744.34688,19730071.52326,15604218.48781,257838.39261,2951601.0742,977900.83697,670087.59322,497591.1251,190591.15047
893.5347__129.92,73762.69208,214811.11175,357022.28436,0,48566.1364,90849.70131,850942.8385,1759465.50052,757067.78095,595691.02143,1108711.41427,953124.36009
893.5775__61.64,2056442.39234,2072438.39257,2029477.51276,1843133.04326,2851379.89811,2058420.6595,12698.07883,132724.60554,14181.3565,0,0,0
894.3671__67.57,4097039.1266,3244393.84184,2710808.03885,2706173.51417,3292345.07318,2481252.80968,5815975.17357,5147866.99985,6163433.53184,5271688.02858,5579385.06269,6684730.46676
894.5713__71.83,3809020.63506,2352437.67868,3007396.39374,3387641.46219,3094127.61387,3853335.00327,0,148582.09698,0,12580.10239,0,0
894.5714__61.37,8500904.16315,7934486.71584,6752467.2682,7512624.61631,9031825.73584,7456708.59212,49258.96676,1185784.17041,326979.97068,83299.3715,5082.67437,3388.10026
896.2563__73.75,0,0,0,0,0,0,0,0,0,0,0,0
896.3625__67.58,9652002.10958,7516584.13503,6003836.14886,6526494.6226,7806327.03825,5441478.59336,13733670.56775,11552549.38897,14020210.81491,11979068.38797,13072870.22101,14717016.63545
896.5391__117.08,2723096.47863,1845841.49385,2179916.90049,4097262.67895,2781532.63339,2187624.12578,656900.2295,1182743.56888,2215347.10695,532280.99787,1461920.35099,2363242.22932
896.5676__61.67,1760238.4709,1616522.23366,1370374.04305,1538749.42983,1720170.14947,1511905.13077,0,102439.26471,7135.00437,4351.68378,0,0
896.7656__58.49,2732619.28359,1694075.7158,633997.38235,625582.12689,797784.59486,464687.20918,0,107304.26289,11565.97884,8330.29741,0,0
896.7981__113.53,1209608.8958,733225.22864,552117.6096,107945.70577,752670.0722,1264805.28601,1124060.26105,1125605.22626,1212359.70164,489730.0161,945626.6714,666947.38668
897.5441__116.96,1267060.01727,899358.63551,1001830.57387,2020259.92425,1203577.41943,1031968.58686,220538.73347,678056.68498,1023847.43012,120957.87838,694973.43316,1280734.26664
898.3609__67.82,13187307.41728,10150650.47368,8322230.84355,9237997.89016,10408128.50244,7487754.40532,18840022.54058,16301104.3712,19065684.46251,17347690.06994,17572098.25259,21320490.20659
898.5562__116.82,2075995.61022,1242632.91488,960399.4648,2065231.27913,2184667.88469,1164308.65272,169862.48541,368888.41235,629721.30823,90858.31103,792620.70978,984703.57058
899.5585__116.57,913228.28304,550512.74632,464225.72145,1099105.28308,816167.00927,473338.68276,100516.23592,66739.67217,163746.83721,0,319818.44374,453312.4967
900.3587__67.76,12472556.27372,9737775.97541,7573122.91737,8718332.55082,10315160.28924,7324569.99566,17660013.61796,15229544.59077,17622290.20131,15248338.49209,16462484.99813,19717076.84492
900.572__116.67,3656696.65737,2735114.83802,2995482.03425,4228173.25067,4513482.76573,2251987.45415,688632.67195,786493.76562,1469982.51774,266623.37865,1368632.76824,2598125.08718
900.6053__60.94,1775459.41386,1939948.5711,1545537.06259,1689888.21206,1905315.36581,1770352.55299,0,157575.06377,13462.01292,18834.51785,0,0
901.5745__116.46,1740037.01619,1453898.87382,1380901.66232,2036941.14163,2395242.43444,1135377.82395,266926.00914,372516.49471,928107.47755,52154.6395,777257.30779,1431055.23077
902.3561__67.4,8696217.33907,6358184.16937,5656517.671,812022.55198,6934917.46622,5278979.23457,12403165.98378,10169655.80644,630620.87627,10809954.01413,11358319.61464,13405071.62074
902.5858__116.93,1096152.59272,632707.03334,405493.31381,1502817.57184,990174.65288,602659.07478,53409.70164,0,18179.14865,0,90736.00408,63517.31922
902.7848__58.39,1585576.72393,1266989.30398,1073635.97288,1606936.98826,2443730.99712,1130895.22015,30059.10045,449414.63965,307776.70034,99650.11609,223036.86957,106344.52566
903.59__117.17,433086.48657,504025.66111,47853.20916,680536.4557,709163.11288,301279.92736,0,0,0,0,0,79720.84458
904.3567__67.24,4654050.08428,3352796.52805,2939782.61006,2839295.27477,3618185.13843,2416850.00098,6555457.49477,5331490.4287,6392890.4831,5395520.61304,6039159.4051,6933018.08181
904.529__116.25,1088092.09519,985882.14582,1275363.34881,1037059.56238,867009.40304,544651.38019,20440.90866,173557.42898,102566.91872,0,276461.67113,612691.32897
904.5682__127.46,304280.88392,600242.71911,1213616.09152,821042.44323,854993.49228,983686.0481,1797859.05988,2185654.24551,1599034.36919,2107476.94827,1675475.27189,2163624.88485
904.783__58.46,439757.41907,294945.11155,298804.49271,445349.00045,741938.926,313788.72794,0,28756.38871,9288.30218,5113.73499,0,5362.56374
906.2854__73.83,0,0,0,0,0,0,0,0,0,0,0,0
906.3923__66.87,10757691.72117,9595965.91545,990602.44804,9017032.28989,8873988.27575,7190528.22358,12984903.1657,11940135.58817,12925634.58322,11986624.22504,14236435.19188,2786200.18489
906.5462__117.76,1177889.07456,1054054.74068,567943.9566,1136935.9277,965808.56181,635932.88856,20178.01199,0,0,15974.43841,13051.74861,18248.86648
906.55__72.96,1532971.50362,2025239.18724,1444104.55977,1767559.36917,1772175.38163,1496982.64295,0,562358.88921,43123.42383,12946.84131,8561.61242,0
906.8281__113.99,40831661.04828,31762625.49813,23416600.66533,27916404.56242,33862281.56423,26612194.95938,10170079.15649,9240512.27173,10317952.43525,6586875.90886,7879122.08459,11623113.5136
907.3283__114.1,2557350.12754,1959623.63302,1261532.71378,1745746.52272,1971035.11401,1780356.98167,670843.20009,561781.67456,581986.57725,312086.80859,382896.0917,310106.52392
907.8296__114.09,6526124.21761,4690120.47097,3209806.71798,4354893.46214,4890123.12437,3899371.97201,1456795.58571,1391053.43821,1568564.73936,875185.42555,978701.83514,1476493.80718
908.3886__66.71,12831659.94891,11715517.57375,10229391.61213,11086794.74888,12075964.50688,9419162.78609,15342119.71005,14095035.18185,15285742.44613,14868733.29853,18347951.69749,18266278.46585
908.5614__117.72,1631658.50492,1932699.14311,912263.15798,1292408.61412,954086.76765,902884.17923,45041.08484,39799.08327,19526.82826,0,0,66058.54539
908.832__114.27,1690293.92385,1259891.21628,993078.98573,1087704.43974,746081.63133,1121012.56531,328748.98386,275666.63674,368465.02087,190301.94748,152885.5789,455339.69332
909.5648__117.38,551303.88878,698557.4514,119281.16276,493923.67482,314642.04374,460845.58264,0,0,0,0,0,0
910.2347__73.67,0,0,0,0,0,0,0,0,0,0,0,0
910.3861__66.5,11348454.15008,10470604.72802,8765067.56737,10288343.30495,10282451.95363,7763736.39308,14130030.81484,12687580.41709,13879945.85931,13284225.14031,16199744.05408,16167491.45933
910.5443__72.99,998953.74748,1306628.82581,850075.734,1067958.92773,1072276.0292,875338.31164,0,307287.24559,0,0,0,0
912.2317__74.01,0,0,0,0,0,0,0,0,0,0,0,0
912.3834__66.84,7520612.75239,6811730.64873,5395720.10899,6024148.04726,6238581.07889,5129436.28688,9019451.93866,8246955.87271,8499210.49903,8281520.05836,9898194.11209,10642972.11966
912.5131__117.89,0,0,0,0,0,0,22573.34974,145068.44961,593214.96344,15067.89005,206601.86156,233209.37143
913.5168__117.8,0,0,21700.46616,0,0,0,0,19211.25133,216565.85902,0,36379.68893,71564.2118
913.7906__108.01,476177.96458,295719.34005,233160.14437,453324.32975,328695.63514,523138.44893,0,0,0,0,0,0
914.38__66.79,3608799.16406,3133654.55491,2441799.97345,2905463.89868,2989740.58996,2203286.85575,4185281.5159,3846411.31609,4008734.27064,3887943.2482,4682041.22138,4465972.43837
914.5293__117.72,0,0,0,0,0,0,0,0,27406.99024,0,39604.12871,50788.65463
914.8143__116.19,996756.57594,1051488.53303,647657.59192,111180.57461,782734.64061,1052586.7013,12621.04368,0,15866.98626,0,21668.44377,73881.72393
915.3787__113.6,916460.08917,1058614.98513,691273.95864,878594.49967,937960.32544,539286.82167,232855.85457,370293.40502,161728.4685,523887.85862,75010.75226,597722.24228
916.3777__67.63,1295602.0797,943102.54864,529997.10424,858134.03002,669761.96981,721765.88967,1795549.84774,1188487.1617,1004302.43629,1665405.22882,1397637.67841,1585353.45644
916.5283__119.02,3592358.19386,1296056.48397,394790.43091,1444723.31936,1876435.87237,1058455.18307,0,0,0,0,0,0
916.5802__73.15,326877.85881,330559.87015,212769.53641,308865.5566,319619.64892,250333.94524,0,25259.58986,0,0,0,0
916.7816__113.73,546182.25979,1735219.02711,1317313.73052,1428186.52995,1475564.52847,1423206.41533,948773.89449,701750.65781,670054.08227,408384.21663,1041394.581,1070667.57388
917.5415__118.31,1732581.16646,0,0,653460.50429,675017.94597,0,0,0,0,0,0,0
918.2666__73.82,0,0,0,0,0,0,0,0,0,0,0,0
918.4171__68.36,1609363.51181,420699.43634,1392683.69592,1438793.65107,1429281.54248,1186710.18686,2052622.82165,554458.88299,1261912.6337,2075308.09846,1447214.91909,1250286.07278
918.5993__60.6,30300.87666,32347.22061,34001.5213,77869.58987,60304.61984,41737.61198,413113.85767,331841.55688,508283.91611,384103.76883,685740.80611,970017.00021
918.7597__113.38,2588745.37923,2263109.39605,1707224.97086,1837991.08664,2162316.72382,2151806.84566,0,41736.91378,0,0,0,0
919.6755__121.98,0,0,0,0,0,0,0,0,70153.86166,12862.301,0,38640.65444
920.2644__73.92,0,0,0,0,0,0,0,0,0,0,0,0
920.3682__70.3,234573.6955,244170.13389,126855.21206,174402.50264,122063.97877,798769.84568,226785.78278,1234689.89727,218869.10305,225461.22597,449009.71997,653468.35204
920.5966__61.02,12385.29563,0,0,0,0,13182.93701,353428.93488,237499.98241,703338.2045,228619.84669,689440.22182,803557.13003
920.6791__121.98,0,0,0,0,0,0,0,0,0,0,0,0
922.2616__73.92,0,0,0,0,0,0,0,0,0,0,0,0
922.368__70.76,483398.77338,683402.20003,438742.05937,453917.79194,538129.47628,317445.07313,644232.84893,618855.9395,466790.90256,556433.66214,1079766.39293,1107674.30839
922.5562__115.8,19825.63086,0,0,15696.74182,0,17957.24835,0,29772.65868,130008.55478,0,20782.77878,45915.70271
922.801__116.44,2009880.07336,2515330.40674,1576702.80315,1709605.57297,2128254.33328,1938585.8749,148184.52808,171415.60588,113809.40281,42777.9289,275909.30435,378316.59164
923.9295__113.35,1284635.47504,1712262.59712,1342898.99319,1533355.01524,1786299.55491,1049413.32933,662569.68772,707443.97712,758371.12041,1125736.1823,510740.80514,1348667.06113
924.3639__70.77,748145.5141,830071.64117,695419.03356,680176.56686,750340.43,435927.42253,815804.79003,826873.94427,822748.83652,799408.58997,1381469.65255,1469018.56076
924.5223__73.23,420302.19914,682367.44553,510907.06968,479156.99146,511097.10618,374566.24177,0,126067.76565,6875.43538,0,0,0
924.5716__115.92,567614.42511,379801.46555,549147.35279,1164652.80767,639043.71982,564038.41468,116433.3469,426483.78953,1017713.81737,133049.65204,513815.02421,870106.57115
925.5762__115.53,136270.84362,98977.33868,227630.72725,508536.63258,226098.3595,186203.63726,29626.57577,115706.88276,451062.98035,0,65916.09391,252592.91774
926.361__70.77,716097.84264,759334.6487,549161.85569,601387.2053,606769.78869,431766.6151,629820.30401,614274.46318,775150.34925,669745.44672,1455807.7999,1308461.43204
928.2075__73.67,0,0,0,0,0,0,0,0,0,0,0,0
928.3573__70.73,343099.78305,385700.80323,280535.822,298717.69013,274656.01987,114234.61675,471361.19604,370516.79289,298758.61475,420852.04421,816237.64147,712925.89166
930.3091__71.13,79272.67472,26488.33856,38894.97952,0,12721.1025,0,666591.22288,322988.6984,698653.69485,327777.59961,271327.54711,261773.25905
930.6945__111.91,108458.43318,14304855.38994,11073339.4601,12281006.50517,9421495.56844,13799235.73492,9605.20057,114544.55936,26748.26381,0,0,0
932.3046__71.17,0,56051.40129,0,0,0,0,775400.88965,558434.44959,763470.45965,681701.52564,790658.98839,783685.03806
934.3018__71.25,19653.76181,20750.26847,0,0,0,0,479471.86832,418257.87978,454098.39646,455790.31692,524723.87796,516400.98146
934.7761__113.63,4454193.08528,1610837.86341,108389.08291,689909.50738,2587644.10184,258964.88819,290914.62732,57405.69132,376584.70616,43965.49194,126937.21133,374183.61034
936.2998__71.32,0,0,0,0,11346.70108,0,146111.87869,201789.02715,233460.37659,174404.14194,175699.51651,150266.01533
938.3401__71.68,55702.21923,70952.35098,67414.42637,20689.92036,25183.29231,12309.71486,538498.61034,518977.4867,527549.51795,496403.35242,604631.3819,509170.37694
938.7748__116.35,0,141641.05188,35899.48122,0,0,22953.73948,11864.59599,11201.80342,30890.9562,0,13607.24504,0
940.3344__72.1,20119.3672,114087.76423,0,0,0,0,744124.89696,733181.74028,733896.63984,718082.84865,838587.56779,805875.70306
940.5274__116.96,1820740.63115,1033146.98365,1072726.39734,1234631.83216,2073369.69008,890390.80759,0,0,0,0,0,49054.83283
940.6477__103.95,1916738.48938,521428.12242,1957069.1842,901141.42639,1728539.83232,1822785.66325,0,20780.79242,0,0,0,0
940.8184__114.09,8632105.70795,6725507.90682,4591273.60099,5529840.73808,6687983.66506,5215906.94724,2069177.05533,1792317.42682,1989937.21738,1374419.06364,1496223.16717,2127375.75249
941.3215__114.01,2597651.44978,1976890.92487,1367622.87809,1718317.76021,1976403.54067,1477707.45148,595409.54477,571916.3415,520254.19264,236270.28542,290353.25829,555555.69735
941.5307__116.84,1056468.02263,372750.94483,461793.97945,655102.09724,805913.84809,400668.16325,0,0,0,0,0,0
941.822__114.19,1233611.42595,928729.71331,631671.20102,735402.92395,850152.50539,747791.66866,304586.37159,105670.66228,151709.13001,61748.83503,118200.72567,149329.82947
942.1831__73.82,0,0,0,0,0,0,0,0,0,0,0,0
942.3336__71.51,58940.93308,113797.0727,26517.78495,16463.15149,40340.16244,15510.26325,744858.88431,401768.89929,706410.35937,672961.32089,763739.37553,815937.8237
944.3284__71.37,17075.01843,33419.81958,0,0,0,0,480934.2359,442195.84321,398178.21294,204345.01544,441840.97802,370966.54426
944.5587__117.71,1791775.9852,911581.06418,159460.06381,1065500.08352,1095415.15825,445569.03967,0,0,0,0,0,0
946.2806__71.79,0,0,0,0,0,0,302177.33347,161980.76199,290502.23772,128225.69001,316556.07228,285238.36473
948.2231__196.39,12983.54136,0,0,67902.432,0,0,0,0,0,0,172360.30363,414635.12593
948.5346__61.65,8374722.25829,8354152.42072,6719237.82485,7943353.16926,8770753.8879,7819656.52986,20790.56403,1365428.64974,311742.6958,15304.64585,21065.30228,0
948.5363__70.81,2772919.78512,2635202.55324,2543657.80489,2434244.88079,4109435.95251,3164541.75586,0,0,0,0,0,0
948.6227__89.98,35183115.7188,32543057.98728,27777569.46191,28833724.82278,37123145.39916,21920851.03894,0,0,0,0,0,0
948.6232__26.31,1223665.84151,904068.23383,827536.55949,914711.6829,927767.28886,717873.03695,4359.12115,52530.66249,21704.9206,3586.75191,0,0
948.8072__115.92,1096413.21698,1142475.43585,591447.90055,728511.13243,478397.0047,882673.43385,16436.15892,19530.69472,29529.98011,0,74334.51966,61274.1995
949.1248__90,13493613.6524,13289944.53723,11322748.93314,11849669.90588,14791680.48952,9691624.63935,0,0,0,0,0,0
949.3712__113.63,613958.14073,769677.7827,520455.73541,772484.68947,857376.27855,378988.46363,221218.16581,75395.90347,342334.11729,346949.02038,17649.47909,621115.34865
949.5369__61.7,979560.56623,1046444.40108,711989.18162,1003359.78873,393024.61086,973870.65337,0,25779.53767,0,0,6489.70317,0
949.6249__90.11,4213820.12169,4157956.63009,2359921.22132,3547382.48485,4550823.22163,2486332.23925,0,0,0,0,0,0
950.5312__61.77,14985472.44269,13567212.34703,10881553.11699,14193944.73157,18919506.05132,12132940.26614,131457.13104,2028415.1215,678494.62914,423898.92278,250504.07969,133247.92665
951.5349__61.46,1697893.77412,1620375.41147,1376736.23039,265369.74844,1765240.83584,1329682.83588,0,134380.43428,9085.67275,0,0,0
952.2123__74.07,0,0,0,0,0,0,0,0,0,0,0,0
952.3234__67.58,2878553.26042,2217377.8659,1884257.98271,2134775.68734,2459283.41142,1501352.2562,4358372.65381,3684947.73023,4453952.62432,4076499.60392,4439912.16683,5113398.15476
952.528__61.63,9171776.86803,8641370.30144,7392052.78482,7640136.0656,8754945.53543,8004064.30658,64070.22954,1143539.08765,408738.28461,162529.5222,93130.48539,27864.29842
952.5284__70.68,3487036.09491,3271443.22977,2323654.36645,2769631.95827,3195507.12802,3249106.68026,0,204624.64829,0,0,0,0
952.753__113.15,2627313.42576,1872501.16327,1452019.93277,1595994.7932,1937034.40775,2159006.33143,0,0,0,0,0,0
952.8003__103.34,10399.8786,284818.58279,220133.13224,191644.83204,268387.54159,252564.10113,0,0,0,0,0,0
953.2542__113.11,627167.38,521552.13063,374256.08995,125633.83912,399740.45966,484277.00976,0,10926.6837,0,0,0,0
953.5334__61.71,853115.49128,804605.65384,569119.08963,1007190.81497,979898.24763,533798.03974,0,0,0,0,0,0
954.3217__67.58,7791257.45735,6209648.60527,4661549.07017,5293247.32218,5991122.9841,4555709.92291,12274542.83256,9855263.1871,11432393.9136,10779412.57002,11098471.51247,13024585.11043
954.5268__61.94,2741299.43452,2711649.29295,2857275.74727,2300866.51132,2897411.92306,2280774.382,0,156558.10864,7635.15421,8200.78995,0,6763.71193
955.3193__67.66,919114.37187,639509.42199,217506.7674,584497.14503,842227.49787,364593.2575,2186609.76775,2040186.32395,1948592.2346,1853168.16928,2354826.65753,2277592.5624
956.3188__67.69,12982391.96725,9557865.77981,7763217.90942,8920929.12564,9594555.85176,7081994.91933,19094207.63432,16438898.493,18485181.91376,16778186.44286,17853017.37027,21026485.88796
956.5007__117.95,0,16366.08278,0,0,0,0,0,17445.49207,0,0,0,0
957.3161__67.55,1956675.35495,1471701.00298,1215535.61703,1125317.64125,1553767.52123,781145.08532,3595651.88697,3128244.48971,4012222.87304,3090159.92207,3922372.16355,4089178.12695
958.3142__67.64,12699260.37669,9871805.4384,8308680.55783,8976140.14995,10414438.8352,7609858.60018,19413610.5892,16755408.77401,19274396.1199,17525013.54754,19097774.1006,21922151.94246
959.3135__67.59,1469435.43425,940849.5428,886473.86256,402092.72333,1056642.59175,573099.77728,3361426.23916,2562819.37223,2855435.74791,2649897.52275,3123193.74349,3665912.52024
960.2582__71.87,0,0,0,0,0,0,38339.38028,22668.08726,88157.64272,26099.39774,36903.84712,59703.34886
960.3114__67.74,9340969.0685,7215684.87269,5837813.11589,6719464.79561,7658390.69662,5329736.75178,14208736.9387,11843729.62065,14384639.87214,12594393.61958,13871849.2213,16029205.84492
961.3347__67.17,1296822.74184,1133196.2364,808323.61276,1077795.42349,988623.39638,645141.63081,2113414.1725,2110500.59187,1939225.54623,986631.77539,2478923.90219,913185.19922
962.3113__67.02,2715721.81889,3695872.10611,3191965.94147,3531906.92768,2691396.60337,2670657.55871,5993835.57935,5926879.54758,6991981.63261,3333944.49725,4117499.40563,7626049.31555
963.33__67.09,1619592.13394,1313603.48049,942248.82853,1349736.76751,1287877.11818,767591.86816,2585546.7911,2346815.21777,2634962.43182,2592739.97313,2767137.26577,2834322.99314
964.3089__67.42,2005400.22314,1540025.87809,1103362.45694,1464197.36906,1597207.07593,943056.96549,2661886.0319,2049830.33385,2948445.83556,2499418.99195,10388704.59944,11153108.42647
964.51__72.71,817586.71392,989358.53058,767055.1546,907895.31323,958918.6348,635243.36643,0,171118.84345,0,5096.50845,0,0
964.5266__116.33,387504.03446,283627.36304,334947.28707,861775.08773,450819.093,380350.07072,0,32347.54491,169544.97878,0,66756.5417,216853.71734
964.7841__113.61,393375.041,492367.98594,316153.61482,253487.01573,613542.05888,432028.92031,888320.92077,856297.54713,879067.01816,401393.40732,914912.23455,707018.91578
965.327__67.14,887304.08545,409005.06462,389476.81515,0,650169.29073,318915.16602,1411056.96527,1454702.53869,1286762.28288,780522.63628,1488931.62562,1287736.60637
966.3463__66.72,10533336.73518,9739178.26464,8335292.3298,9338792.88994,10004713.0191,7815795.75289,13190018.50144,11978099.92104,13039797.31483,12840301.22041,15205057.3726,15639970.35373
966.5067__72.92,1633156.69863,1690730.13464,1527627.58872,1618188.77836,1709674.83069,1436567.48954,5858.42912,468853.75776,35844.64771,0,8114.33796,0
966.5431__116.33,225198.27124,168792.54029,90183.38617,383858.88265,357098.38426,141197.12114,0,0,0,0,0,58781.45496
968.1879__73.71,0,0,0,0,0,0,0,0,0,0,0,0
968.3447__66.5,11080046.55382,9650581.88677,7740877.48445,9287579.71633,8948608.8107,7151894.19385,13518731.63458,12073713.73216,13138754.20625,12088466.33711,14661142.46405,15355303.1801
968.5029__72.71,1138004.35213,1087398.51228,1029256.82718,1034675.58564,1107726.42374,993809.04814,0,225826.88016,6155.38826,0,0,0
968.5589__116.12,817229.00848,606487.77059,637453.63049,909665.53841,957409.37268,491348.45149,0,0,179498.9738,0,16011.90358,335109.85019
969.5629__115.5,180984.91259,134676.3344,213358.9749,376471.40216,340086.90567,96805.28976,0,0,331080.31313,0,267510.80485,18704.69646
970.296__70.29,369743.64286,272612.88038,255315.97411,0,436007.23635,204224.73268,264370.13077,561580.72716,356025.36549,252235.68328,1030572.26886,1045253.39181
970.3412__66.29,7697769.4557,6825383.88674,5143657.90034,6223859.78298,6316808.29014,4805860.62099,9279444.8178,8403635.18126,9181641.46822,8487020.68502,10147485.18517,10364648.30581
972.2917__70.44,517237.48803,512545.60679,479152.85515,272180.73414,513065.35625,253927.69358,364223.04436,743846.97004,592633.6781,513271.00648,1719111.63457,1675944.79551
972.3399__66.59,3778357.37788,3363577.88712,2768859.47561,3017104.46984,3398994.64324,2675936.45764,4756851.32551,4178451.84795,4632258.21803,4167012.19488,5249923.70208,4974870.35011
974.3146__68.69,1316392.44998,684231.5304,415453.80966,1143878.3713,484810.38886,269258.43309,1700500.77738,918364.43024,964296.48937,1564061.67524,1529327.80678,1878942.23042
974.8142__114.09,32287895.68649,24130709.71645,17164106.67924,20648052.83387,24351924.12573,19537118.23186,7736812.19398,6887765.63585,7717037.16332,4860259.07281,5646868.27209,8250154.36933
975.3163__114.22,2503661.84424,1944316.42999,1047918.08618,1405498.04289,1504036.68797,1554497.43841,406294.66991,370964.10102,420276.19867,247473.19872,325126.92635,449559.57336
975.8161__114.19,4532959.50746,3483914.6376,2529278.41974,3354639.74165,3965868.17199,3054917.71227,1239763.15312,887892.61781,913460.9941,634576.57783,820798.90865,986060.95747
976.288__70.2,356382.30786,448880.41755,32288.78866,667030.47255,453595.0098,638553.65625,803014.71701,1635915.4064,607000.98468,978683.62381,1233178.45636,1508714.12083
